SRC_ADD,DES_ADD,PKT_ID,FROM_NODE,TO_NODE,PKT_TYPE,PKT_SIZE,FLAGS,FID,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,NODE_NAME_FROM,NODE_NAME_TO,PKT_IN,PKT_OUT,PKT_R,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,UTILIZATION,PKT_DELAY,PKT_SEND_TIME,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,PKT_CLASS
20,25,77474,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,73.526848,73.526848,73.557488,0,94.7212,5209.67,55,0.003716,0.071283,73.486205,73.557488,1.201267,75.999728,HTTP-FLOOD
20,25,61084,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,58.079277,58.079277,58.08928,0,94.7212,5209.67,55,0.003716,0.071283,58.048637,58.11992,1.201267,75.999728,SIDDOS
20,25,75027,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,71.108477,71.108477,71.139117,0,94.7212,5209.67,55,0.003716,0.071283,71.108477,71.17976,1.201267,75.999728,SIDDOS
20,25,75703,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,71.781245,71.781245,71.811885,0,94.7212,5209.67,55,0.003716,0.071283,71.781245,71.852528,1.201267,75.999728,SIDDOS
6,24.6,44017,23,24,tcp,24850,-------,0,-1,210,5218500,router,server1,42.0567,42.082914,42.098156,0.026214,23.0816,573577.766747,24850,0.049767,0.098156,42,42.098156,0,9.098156,HTTP-FLOOD
20,25,73820,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,69.987117,69.987117,69.99712,0,94.7212,5209.67,55,0.003716,0.071283,69.956477,70.02776,1.201267,75.999728,SIDDOS
4,24.4,45108,21,23,tcp,2036,-------,0,-1,210,427560,switch1,router,43.015243,43.030971,43.046214,0.015728,23.134926,47102.708604,2036,0.004078,0.077185,43,43.077185,0,9.077185,HTTP-FLOOD
20,25,69757,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,66.143789,66.143789,66.153792,0,94.7212,5209.67,55,0.003716,0.071283,66.113149,66.184432,1.201267,75.999728,SIDDOS
20,25,63433,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,60.268269,60.268269,60.278272,0,94.7212,5209.67,55,0.003716,0.071283,60.237629,60.308912,1.201267,75.999728,SIDDOS
1,24.1,61014,1,21,tcp,54820,-------,0,-1,210,11512200,client-1,switch1,58,58,58.015243,0,23.215379,1272667.053442,54820,0.109789,0.045728,58,58.045728,0,9.045728,HTTP-FLOOD
20,25,76415,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,72.494656,72.494656,72.525296,0,94.7212,5209.67,55,0.003716,0.071283,72.454013,72.525296,1.201267,75.999728,SIDDOS
20,25,60697,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,57.673773,57.673773,57.683776,0,94.7212,5209.67,55,0.003716,0.071283,57.643133,57.714416,1.201267,75.999728,SIDDOS
15,24.17,10727,23,24,tcp,45240,-------,0,-1,210,9500400,router,server1,11.0567,11.088156,11.103399,0.031456,23.068307,1043610.19439,45240,0.090603,0.103399,11,11.103399,0,9.103399,HTTP-FLOOD
20,25,66956,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,63.545536,63.545536,63.576176,0,94.7212,5209.67,55,0.003716,0.071283,63.504893,63.576176,1.201267,75.999728,SIDDOS
11,24.12,46103,11,22,tcp,17484,-------,0,-1,210,3671640,client-11,switch2,44,44,44.015243,0,23.175081,405193.116295,17484,0.035015,0.061457,44,44.061457,0,9.061457,HTTP-FLOOD
20,25,78550,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,74.567469,74.567469,74.577472,0,94.7212,5209.67,55,0.003716,0.071283,74.536829,74.608112,1.201267,75.999728,SIDDOS
20,25,74286,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,70.392621,70.392621,70.402624,0,94.7212,5209.67,55,0.003716,0.071283,70.361981,70.433264,1.201267,75.999728,SIDDOS
19,24.21,52564,23,24,tcp,49279,-------,0,-1,210,10348590,router,server1,50.077671,50.128964,50.144206,0.051293,22.967447,1131812.800874,49279,0.098692,0.144206,50,50.144206,0,9.143376,HTTP-FLOOD
20,25,63866,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,60.664557,60.664557,60.67456,0,94.7212,5209.67,55,0.003716,0.071283,60.633917,60.7052,1.201267,75.999728,SIDDOS
20,25,70381,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,66.707645,66.707645,66.738285,0,94.7212,5209.67,55,0.003716,0.071283,66.707645,66.778928,1.201267,75.999728,SIDDOS
17,24.19,44028,23,24,tcp,50155,-------,0,-1,210,10532550,router,server1,42.067185,42.109128,42.12437,0.041943,23.015288,1154331.751124,50155,0.100446,0.12437,42,42.12437,0,9.12437,HTTP-FLOOD
20,25,79172,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,75.701824,75.701824,75.732464,0,94.7212,5209.67,55,0.003716,0.071283,75.661181,75.732464,1.201267,75.999728,SIDDOS
20,25,72164,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,68.444656,68.444656,68.475296,0,94.7212,5209.67,55,0.003716,0.071283,68.404013,68.475296,1.201267,75.999728,SIDDOS
17,24.19,52562,22,23,tcp,37611,-------,0,-1,210,7898310,switch2,router,50.015243,50.051942,50.067185,0.036699,23.015288,865627.983083,37611,0.075324,0.12437,50,50.12437,0,9.12437,HTTP-FLOOD
6,24.6,51525,6,21,tcp,50709,-------,0,-1,210,10648890,client-6,switch1,49,49,49.015243,0,23.0816,1170444.868169,50709,0.101556,0.098156,49,49.098156,0,9.098156,HTTP-FLOOD
20,25,72144,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,68.38936,68.38936,68.42,0,94.7212,5209.67,55,0.003716,0.071283,68.348717,68.42,1.201267,75.999728,SIDDOS
7,24.7,63198,21,23,tcp,8509,-------,0,-1,210,1786890,switch1,router,60.015243,60.0467,60.061942,0.031457,23.055028,196175.23666,8509,0.017041,0.108642,60,60.108642,0,9.108642,HTTP-FLOOD
1,24.1,33234,21,23,tcp,15308,-------,0,-1,210,3214680,switch1,router,32.015243,32.015243,32.030486,0,23.215379,355381.015215,15308,0.030658,0.045728,32,32.045728,0,9.045728,HTTP-FLOOD
20,25,76758,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,72.825645,72.825645,72.835648,0,94.7212,5209.67,55,0.003716,0.071283,72.795005,72.866288,1.201267,75.999728,SIDDOS
20,25,67462,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,64.002557,64.002557,64.033197,0,94.7212,5209.67,55,0.003716,0.101154,64.002557,64.103711,1.201267,75.999728,HTTP-FLOOD
5,24.5,62107,5,21,tcp,61962,-------,0,-1,210,13012020,client-5,switch1,59,59,59.015243,0,23.108231,1431832.204313,61962,0.124092,0.087671,59,59.087671,0,9.087671,HTTP-FLOOD
20,25,75382,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,71.545408,71.545408,71.576048,0,94.7212,5209.67,55,0.003716,0.071283,71.504765,71.576048,1.201267,75.999728,SIDDOS
20,25,76855,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,72.918592,72.918592,72.949232,0,94.7212,5209.67,55,0.003716,0.071283,72.877949,72.949232,1.201267,75.999728,SIDDOS
20,25,69500,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,65.928829,65.928829,65.959469,0,94.7212,5209.67,55,0.003716,0.071283,65.928829,66.000112,1.201267,75.999728,SIDDOS
17,24.19,23626,17,22,tcp,63275,-------,0,-1,210,13287750,client-17,switch2,23,23,23.015243,0,23.015288,1456292.32484,63275,0.126722,0.12437,23,23.12437,0,9.12437,HTTP-FLOOD
17,24.19,49390,22,23,tcp,30304,-------,0,-1,210,6363840,switch2,router,47.015243,47.051942,47.067185,0.036699,23.015288,697455.276364,30304,0.06069,0.12437,47,47.12437,0,9.12437,HTTP-FLOOD
14,24.15,41841,14,22,tcp,48005,-------,0,-1,210,10081050,client-14,switch2,40,40,40.015243,0,23.094907,1108670.993699,48005,0.09614,0.092914,40,40.092914,0,9.092914,HTTP-FLOOD
11,24.12,19356,22,23,tcp,9123,-------,0,-1,210,1915830,switch2,router,19.015243,19.020486,19.035728,0.005243,23.175081,211426.26401,9123,0.018271,0.061457,19,19.061457,0,9.061457,HTTP-FLOOD
20,25,59414,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,56.443003,56.443003,56.473643,0,94.7212,5209.67,55,0.003716,0.071283,56.443003,56.514286,1.201267,75.999728,SIDDOS
16,24.18,46108,22,23,tcp,3644,-------,0,-1,210,765240,switch2,router,44.015243,44.0467,44.061942,0.031457,23.041765,83964.193097,3644,0.007298,0.113885,44,44.113885,0,9.113885,HTTP-FLOOD
20,25,65998,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,62.601656,62.601656,62.632296,0,94.7212,5209.67,55,0.003716,0.071283,62.601656,62.672939,1.201267,75.999728,SIDDOS
20,25,68098,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,64.62848,64.62848,64.65912,0,94.7212,5209.67,55,0.003716,0.071283,64.587837,64.65912,1.201267,75.999728,SIDDOS
20,25,57298,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,54.541439,54.541439,54.551443,0,94.7212,5209.67,55,0.003716,0.071284,54.510799,54.582083,1.201267,75.999728,SIDDOS
20,25,65633,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,62.328955,62.328955,62.359595,0,94.7212,5209.67,55,0.003716,0.071283,62.288312,62.359595,1.201267,75.999728,SIDDOS
13,24.13,51917,23,24,tcp,1540,-------,14,1625,16103,24798600,Router,server1,6.118474,6.118474,6.128597,0,328.460131,505828,1540,0.236498,0,6.098227,6.128597,1,50.025737,SIDDOS
16,24.18,54745,23,24,tcp,15674,-------,0,-1,210,3291540,router,server1,52.061942,52.098642,52.113885,0.0367,23.041765,361156.630789,15674,0.031391,0.113885,52,52.113885,0,9.113885,HTTP-FLOOD
20,25,73679,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,69.839661,69.839661,69.849664,0,94.7212,5209.67,55,0.003716,0.071283,69.809021,69.880304,1.201267,75.999728,SIDDOS
20,25,75551,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,71.683648,71.683648,71.714288,0,94.7212,5209.67,55,0.003716,0.071283,71.643005,71.714288,1.201267,75.999728,SIDDOS
6,24.6,5362,23,24,tcp,36132,-------,0,-1,210,7587720,router,server1,6.0567,6.082914,6.098156,0.026214,23.0816,833984.381011,36132,0.072362,0.098156,6,6.098156,0,9.098156,HTTP-FLOOD
20,25,66322,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,62.94564,62.94564,62.955643,0,94.7212,5209.67,55,0.003716,0.071283,62.915,62.986283,1.201267,75.999728,SIDDOS
20,25,61235,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,58.189869,58.189869,58.199872,0,94.7212,5209.67,55,0.003716,0.071283,58.159229,58.230512,1.201267,75.999728,SIDDOS
20,25,58369,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,55.498669,55.498669,55.508672,0,94.7212,5209.67,55,0.003716,0.071283,55.468029,55.539312,1.201267,75.999728,SIDDOS
4,24.4,46096,21,23,tcp,58640,-------,0,-1,210,12314400,switch1,router,44.015243,44.030971,44.046214,0.015728,23.134926,1356632.039559,58640,0.117439,0.077185,44,44.077185,0,9.077185,HTTP-FLOOD
12,24.13,27890,23,24,tcp,27129,-------,0,-1,210,5697090,router,server1,27.040971,27.0567,27.071942,0.015729,23.148296,627990.126039,27129,0.054332,0.071942,27,27.071942,0,9.071942,HTTP-FLOOD
13,24.14,44024,13,22,tcp,14007,-------,0,-1,210,2941470,client-13,switch2,42,42,42.015243,0,23.121571,323863.839053,14007,0.028052,0.082428,42,42.082428,0,9.082428,HTTP-FLOOD
12,24.13,18264,12,22,tcp,18486,-------,0,-1,210,3882060,client-12,switch2,18,18,18.015243,0,23.148296,427919.402483,18486,0.037022,0.071942,18,18.071942,0,9.071942,HTTP-FLOOD
20,25,71619,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,67.888218,67.888218,67.898221,0,94.7212,5209.67,55,0.003716,0.071283,67.857578,67.928861,1.201267,75.999728,SIDDOS
5,24.5,208260,21,23,tcp,1540,-------,6,6493,16091,24780100,Switch1,Router,20.830403,20.830403,20.840526,0,328.204637,505434,1540,0.236321,0,20.82028,20.85065,1,50.027339,SIDDOS
20,25,69652,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,66.030205,66.030205,66.060845,0,94.7212,5209.67,55,0.003716,0.075426,66.030205,66.105631,1.201267,75.999728,SIDDOS
15.1,24.35,630742,23,24,cbr,1000,-------,36,5711,6250,6250000,Router,server1,70.70856,70.70904,70.71912,0.00048,124.942227,124942,1000,0.059605,0.00088,70.688,70.71912,25,75.02312,SIDDOS
20,25,76691,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,72.725056,72.725056,72.755696,0,94.7212,5209.67,55,0.003716,0.071283,72.684413,72.755696,1.201267,75.999728,SIDDOS
20,25,66726,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,63.352,63.352,63.38264,0,94.7212,5209.67,55,0.003716,0.071283,63.311357,63.38264,1.201267,75.999728,SIDDOS
9,24.1,40745,21,23,tcp,53263,-------,0,-1,210,11185230,switch1,router,39.015243,39.057185,39.072428,0.041942,23.00207,1225159.270168,53263,0.106671,0.129613,39,39.129613,0,9.129613,HTTP-FLOOD
20,25,71524,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,67.81449,67.81449,67.824493,0,94.7212,5209.67,55,0.003716,0.071283,67.78385,67.855133,1.201267,75.999728,SIDDOS
7,24.7,3217,23,24,tcp,46069,-------,0,-1,210,9674490,router,server1,4.061942,4.093399,4.108642,0.031457,23.055028,1062122.103383,46069,0.092263,0.108642,4,4.108642,0,9.108642,HTTP-FLOOD
20,25,60273,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,57.296704,57.296704,57.327344,0,94.7212,5209.67,55,0.003716,0.071283,57.256061,57.327344,1.201267,75.999728,SIDDOS
14,24.15,30076,22,23,tcp,9517,-------,0,-1,210,1998570,switch2,router,29.015243,29.036214,29.051457,0.020971,23.094907,219794.226581,9517,0.01906,0.092914,29,29.092914,0,9.092914,HTTP-FLOOD
20,25,59344,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,56.466516,56.466516,56.497156,0,94.7212,5209.67,55,0.003716,0.072585,56.424571,56.497156,1.201267,75.999728,HTTP-FLOOD
1,24.1,19346,23,24,tcp,19474,-------,0,-1,210,4089540,router,server1,19.030486,19.030486,19.045728,0,23.215379,452096.282356,19474,0.039001,0.045728,19,19.045728,0,9.045728,HTTP-FLOOD
20,25,62334,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,59.191549,59.191549,59.222189,0,94.7212,5209.67,55,0.003716,0.071283,59.191549,59.262832,1.201267,75.999728,SIDDOS
10,24.11,55793,22,23,tcp,22695,-------,0,-1,210,4765950,switch2,router,53.015243,53.015243,53.030486,0,23.20193,526567.812448,22695,0.045452,0.050971,53,53.050971,0,9.050971,HTTP-FLOOD
20,25,69504,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,65.947261,65.947261,65.977901,0,94.7212,5209.67,55,0.003716,0.071283,65.947261,66.018544,1.201267,75.999728,SIDDOS
6,24.6,61019,23,24,tcp,26377,-------,0,-1,210,5539170,router,server1,58.0567,58.082914,58.098156,0.026214,23.0816,608823.370362,26377,0.052826,0.098156,58,58.098156,0,9.098156,HTTP-FLOOD
8,24.8,281483,23,24,tcp,1540,-------,9,8604,16088,24775500,Router,server1,27.237621,27.238544,27.248667,0.000923,328.11323,505294,1540,0.236278,0.0016,27.216698,27.248667,1,50.031854,SIDDOS
20,25,63999,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,60.775149,60.775149,60.785152,0,94.7212,5209.67,55,0.003716,0.071283,60.744509,60.815792,1.201267,75.999728,SIDDOS
3,24.3,68533,23,24,tcp,9289,-------,0,-1,210,1950690,router,server1,65.040971,65.051457,65.0667,0.010486,23.16168,215148.841365,9289,0.018603,0.0667,65,65.0667,0,9.0667,HTTP-FLOOD
16,24.18,35395,22,23,tcp,56728,-------,0,-1,210,11912880,switch2,router,34.015243,34.0467,34.061942,0.031457,23.041765,1307113.267284,56728,0.11361,0.113885,34,34.113885,0,9.113885,HTTP-FLOOD
20,25,66343,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,62.992507,62.992507,63.023147,0,94.7212,5209.67,55,0.003716,0.071283,62.951864,63.023147,1.201267,75.999728,SIDDOS
20,25,64318,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,61.08928,61.08928,61.11992,0,94.7212,5209.67,55,0.003716,0.071283,61.048637,61.11992,1.201267,75.999728,SIDDOS
20,25,62904,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,59.757504,59.757504,59.788144,0,94.7212,5209.67,55,0.003716,0.071283,59.716861,59.788144,1.201267,75.999728,SIDDOS
4,24.4,26789,23,24,tcp,64129,-------,0,-1,210,13467090,router,server1,26.046214,26.061942,26.077185,0.015728,23.134926,1483619.646399,64129,0.128432,0.077185,26,26.077185,0,9.077185,HTTP-FLOOD
7,24.7,39688,21,23,tcp,28136,-------,0,-1,210,5908560,switch1,router,38.015243,38.0467,38.061942,0.031457,23.055028,648676.279077,28136,0.056348,0.108642,38,38.108642,0,9.108642,HTTP-FLOOD
10,24.11,42930,23,24,tcp,47322,-------,0,-1,210,9937620,router,server1,41.030486,41.035728,41.050971,0.005242,23.20193,1097961.754601,47322,0.094773,0.050971,41,41.050971,0,9.050971,HTTP-FLOOD
20,25,64963,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,61.670781,61.670781,61.701421,0,94.7212,5209.67,55,0.003716,0.071283,61.670781,61.742064,1.201267,75.999728,SIDDOS
20,25,73953,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,70.107712,70.107712,70.138352,0,94.7212,5209.67,55,0.003716,0.071283,70.067069,70.138352,1.201267,75.999728,SIDDOS
20,25,70014,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,66.385085,66.385085,66.415725,0,94.7212,5209.67,55,0.003716,0.071283,66.385085,66.456368,1.201267,75.999728,SIDDOS
7,24.7,59971,21,23,tcp,13102,-------,0,-1,210,2751420,switch1,router,57.015243,57.0467,57.061942,0.031457,23.055028,302066.982103,13102,0.02624,0.108642,57,57.108642,0,9.108642,HTTP-FLOOD
20,25,58188,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,55.352,55.352,55.38264,0,94.7212,5209.67,55,0.003716,0.071283,55.311357,55.38264,1.201267,75.999728,SIDDOS
20,25,70665,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,66.974909,66.974909,67.005549,0,94.7212,5209.67,55,0.003716,0.071283,66.974909,67.046192,1.201267,75.999728,SIDDOS
4,24.4,9662,23,24,tcp,59733,-------,0,-1,210,12543930,router,server1,10.046214,10.061942,10.077185,0.015728,23.134926,1381918.513284,59733,0.119628,0.077185,10,10.077185,0,9.077185,HTTP-FLOOD
7,24.7,20455,7,21,tcp,1540,-------,8,642,16090,24778600,clien-7,Switch1,3.135704,3.135704,3.145827,0,328.167486,505378,1540,0.236307,0,3.135704,3.166074,1,50.029842,SIDDOS
6,24.6,23615,6,21,tcp,13664,-------,0,-1,210,2869440,client-6,switch1,23,23,23.015243,0,23.0816,315386.98611,13664,0.027365,0.098156,23,23.098156,0,9.098156,HTTP-FLOOD
20,25,57779,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,55.003027,55.003027,55.033667,0,94.7212,5209.67,55,0.003716,0.071284,54.962383,55.033667,1.201267,75.999728,SIDDOS
3,24.3,58878,3,21,tcp,17668,-------,0,-1,210,3710280,client-3,switch1,56,56,56.015243,0,23.16168,409220.554336,17668,0.035384,0.0667,56,56.0667,0,9.0667,HTTP-FLOOD
4,24.4,42924,21,23,tcp,60263,-------,0,-1,210,12655230,switch1,router,41.015243,41.030971,41.046214,0.015728,23.134926,1394180.023873,60263,0.12069,0.077185,41,41.077185,0,9.077185,HTTP-FLOOD
20,25,72414,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,68.628976,68.628976,68.659616,0,94.7212,5209.67,55,0.003716,0.071283,68.588333,68.659616,1.201267,75.999728,SIDDOS
20,25,70758,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,67.085501,67.085501,67.116141,0,94.7212,5209.67,55,0.003716,0.071379,67.085501,67.15688,1.201267,75.999728,SIDDOS
10,24.11,68540,10,22,tcp,34562,-------,0,-1,210,7258020,client-10,switch2,65,65,65.015243,0,23.20193,801905.121561,34562,0.069218,0.050971,65,65.050971,0,9.050971,HTTP-FLOOD
20,25,79030,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,75.037485,75.037485,75.047488,0,94.7212,5209.67,55,0.003716,0.071283,75.006845,75.078128,1.201267,75.999728,SIDDOS
19,24.21,19,22,23,tcp,47272,-------,0,-1,210,9927120,switch2,router,0.015243,0.062428,0.077671,0.047185,22.967447,1085717.135553,47272,0.094672,0.140099,0,0.140099,0,9.143376,HTTP-FLOOD
7,24.7,44018,21,23,tcp,52880,-------,0,-1,210,11104800,switch1,router,42.015243,42.0467,42.061942,0.031457,23.055028,1219149.901819,52880,0.105904,0.108642,42,42.108642,0,9.108642,HTTP-FLOOD
20,25,56793,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,54.037597,54.062434,54.072438,0.024837,94.7212,5209.67,55,0.003716,0.097394,54.006957,54.104351,1.201267,75.999728,SIDDOS
24.5,5,123457,23,21,ack,55,-------,6,3845,16091,885005,Router,Switch1,12.849438,12.849438,12.859442,0,328.204851,18051.3,55,0.00844,0,12.839435,12.869445,1.030042,50.057349,SIDDOS
20,25,60372,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,57.348221,57.348221,57.378861,0,94.7212,5209.67,55,0.003716,0.071283,57.348221,57.419504,1.201267,75.999728,SIDDOS
3,24.3,34329,23,24,tcp,22989,-------,0,-1,210,4827690,router,server1,33.040971,33.051457,33.0667,0.010486,23.16168,532463.851236,22989,0.04604,0.0667,33,33.0667,0,9.0667,HTTP-FLOOD
4,24.4,44,21,23,tcp,3409,-------,0,-1,210,715890,switch1,router,1.015243,1.030971,1.046214,0.015728,23.134926,78866.961508,3409,0.006827,0.077185,1,1.077185,0,9.077185,HTTP-FLOOD
20,25,72933,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,69.116637,69.116637,69.12664,0,94.7212,5209.67,55,0.003716,0.071283,69.085997,69.15728,1.201267,75.999728,SIDDOS
20,25,68114,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,64.665344,64.665344,64.695984,0,94.7212,5209.67,55,0.003716,0.071283,64.624701,64.695984,1.201267,75.999728,HTTP-FLOOD
20,25,58508,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,55.646912,55.646912,55.677552,0,94.7212,5209.67,55,0.003716,0.071283,55.606269,55.677552,1.201267,75.999728,SIDDOS
20,25,71177,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,67.424426,67.424426,67.455066,0,94.7212,5209.67,55,0.003716,0.071283,67.424426,67.495709,1.201267,75.999728,SIDDOS
20,25,79148,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,75.581229,75.581229,75.591232,0,94.7212,5209.67,55,0.003716,0.071283,75.550589,75.621872,1.201267,75.999728,SIDDOS
17,24.19,45121,22,23,tcp,6829,-------,0,-1,210,1434090,switch2,router,43.015243,43.051942,43.067185,0.036699,23.015288,157171.399231,6829,0.013677,0.12437,43,43.12437,0,9.12437,HTTP-FLOOD
20,25,65583,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,62.292091,62.292091,62.322731,0,94.7212,5209.67,55,0.003716,0.071283,62.251448,62.322731,1.201267,75.999728,SIDDOS
20,25,74244,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,70.374189,70.374189,70.384192,0,94.7212,5209.67,55,0.003716,0.071283,70.343549,70.414832,1.201267,75.999728,SIDDOS
20,25,70579,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,66.950253,66.950253,66.960256,0,94.7212,5209.67,55,0.003716,0.071283,66.919613,66.990896,1.201267,75.999728,SIDDOS
9.1,24.29,407122,9,21,cbr,1000,-------,30,1482,6250,6250000,clien-9,Switch1,36.856,36.856,36.86608,0,124.940828,124941,1000,0.059605,0.001433,36.856,36.887673,25,75.02368,SIDDOS
20,25,79072,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,75.241024,75.241024,75.271664,0,94.7212,5209.67,55,0.003716,0.071283,75.200381,75.271664,1.201267,75.999728,SIDDOS
19,24.21,61032,23,24,tcp,40206,-------,0,-1,210,8443260,router,server1,58.077671,58.130059,58.145302,0.052388,22.967447,923429.157895,40206,0.080521,0.145302,58,58.145302,0,9.143376,HTTP-FLOOD
20,25,77181,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,73.200509,73.200509,73.231149,0,94.7212,5209.67,55,0.003716,0.071283,73.200509,73.271792,1.201267,75.999728,SIDDOS
20,25,76913,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,73.010752,73.010752,73.041392,0,94.7212,5209.67,55,0.003716,0.071283,72.970109,73.041392,1.201267,75.999728,SIDDOS
14,24.15,41841,22,23,tcp,43260,-------,0,-1,210,9084600,switch2,router,40.015243,40.036214,40.051457,0.020971,23.094907,999085.661648,43260,0.086637,0.092914,40,40.092914,0,9.092914,HTTP-FLOOD
20,25,70667,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,67.014765,67.014765,67.024768,0,94.7212,5209.67,55,0.003716,0.071283,66.984125,67.055408,1.201267,75.999728,SIDDOS
7,24.7,41834,21,23,tcp,39226,-------,0,-1,210,8237460,switch1,router,40.015243,40.0467,40.061942,0.031457,23.055028,904356.544038,39226,0.078559,0.108642,40,40.108642,0,9.108642,HTTP-FLOOD
20,25,78533,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,74.549037,74.549037,74.55904,0,94.7212,5209.67,55,0.003716,0.071283,74.518397,74.58968,1.201267,75.999728,SIDDOS
20,25,75160,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,71.259712,71.259712,71.290352,0,94.7212,5209.67,55,0.003716,0.071283,71.219069,71.290352,1.201267,75.999728,SIDDOS
11,24.12,49384,22,23,tcp,15448,-------,0,-1,210,3244080,switch2,router,47.015243,47.020486,47.035728,0.005243,23.175081,358008.651368,15448,0.030938,0.061457,47,47.061457,0,9.061457,HTTP-FLOOD
11,24.12,38667,11,22,tcp,25673,-------,0,-1,210,5391330,client-11,switch2,37,37,37.015243,0,23.175081,594973.854646,25673,0.051416,0.061457,37,37.061457,0,9.061457,HTTP-FLOOD
20,25,68999,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,65.421949,65.421949,65.452589,0,94.7212,5209.67,55,0.003716,0.071283,65.421949,65.493232,1.201267,75.999728,HTTP-FLOOD
12,24.13,69631,22,23,tcp,40471,-------,0,-1,210,8498910,switch2,router,66.015243,66.025728,66.040971,0.010485,23.148296,936834.693167,40471,0.081052,0.071942,66,66.071942,0,9.071942,HTTP-FLOOD
20,25,58244,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,55.394301,55.394301,55.424941,0,94.7212,5209.67,55,0.003716,0.071283,55.394301,55.465584,1.201267,75.999728,SIDDOS
